CustomerID,Actual Churn,Churn Probability,Predicted Churn,Risk Level
3988-RQIXO,1,91.15,1,High Risk
9134-CEQMF,1,91.09,1,High Risk
0970-ETWGE,1,91.08,1,High Risk
8541-QVFKM,0,91.02,1,High Risk
1195-OIYEJ,1,91.01,1,High Risk
2012-NWRPA,1,91.01,1,High Risk
9507-EXLTT,1,90.94,1,High Risk
2357-COQEK,1,90.93,1,High Risk
8603-IJWDN,1,90.91,1,High Risk
2660-EMUBI,1,90.9,1,High Risk
1891-UAWWU,1,90.55,1,High Risk
6108-OQZDQ,1,90.53,1,High Risk
8844-TONUD,1,90.51,1,High Risk
0318-QUUOB,1,90.39,1,High Risk
4094-NSEDU,1,90.38,1,High Risk
7274-RTAPZ,1,90.28,1,High Risk
5445-UTODQ,1,90.28,1,High Risk
1820-TQVEV,1,90.27,1,High Risk
6595-YGXIT,1,90.17,1,High Risk
4484-GLZOU,1,90.11,1,High Risk
8058-JMEQO,1,90.06,1,High Risk
0122-OAHPZ,1,89.99,1,High Risk
5673-FSSMF,1,89.95,1,High Risk
9172-JITSM,1,89.85,1,High Risk
4433-JCGCG,1,89.8,1,High Risk
7943-RQCHR,1,89.75,1,High Risk
9190-MFJLN,1,89.7,1,High Risk
3716-BDVDB,1,89.57,1,High Risk
5949-XIKAE,1,89.54,1,High Risk
6513-EECDB,1,89.5,1,High Risk
5095-AESKG,1,89.38,1,High Risk
3550-SAHFP,1,89.25,1,High Risk
8473-VUVJN,1,89.2,1,High Risk
7577-SWIFR,0,89.11,1,High Risk
1761-AEZZR,1,89.04,1,High Risk
2985-FMWYF,0,89.04,1,High Risk
4826-XTSOH,1,89.02,1,High Risk
7273-TEFQD,1,88.95,1,High Risk
3074-GQWYX,1,88.95,1,High Risk
1768-ZAIFU,1,88.92,1,High Risk
0334-GDDSO,1,88.9,1,High Risk
6100-QQHEB,1,88.84,1,High Risk
2265-CYWIV,1,88.82,1,High Risk
5834-ASPWA,1,88.8,1,High Risk
1624-NALOJ,1,88.77,1,High Risk
0259-GBZSH,1,88.75,1,High Risk
9391-EOYLI,1,88.72,1,High Risk
6400-BWQKW,1,88.68,1,High Risk
6856-RAURS,0,88.57,1,High Risk
6379-RXJRQ,1,88.53,1,High Risk
2720-WGKHP,1,88.53,1,High Risk
0495-RVCBF,1,88.5,1,High Risk
4086-YQSNZ,1,88.44,1,High Risk
0578-SKVMF,1,88.44,1,High Risk
2027-FECZV,1,88.41,1,High Risk
2636-ALXXZ,1,88.18,1,High Risk
0723-DRCLG,1,88.16,1,High Risk
1465-VINDH,1,88.14,1,High Risk
6996-KNSML,1,88.13,1,High Risk
7130-VTEWQ,1,88.12,1,High Risk
0697-ZMSWS,1,88.12,1,High Risk
9601-BRXPO,1,88.11,1,High Risk
1069-XAIEM,1,88.08,1,High Risk
3621-CEOVK,1,88.07,1,High Risk
4192-GORJT,1,88.04,1,High Risk
8361-LTMKD,1,88.04,1,High Risk
8051-HJRLT,1,87.98,1,High Risk
1309-BXVOQ,1,87.97,1,High Risk
6618-RYATB,1,87.92,1,High Risk
9185-TQCVP,1,87.87,1,High Risk
0680-DFNNY,1,87.83,1,High Risk
3519-ZKXGG,1,87.82,1,High Risk
5419-CONWX,1,87.81,1,High Risk
4910-GMJOT,1,87.8,1,High Risk
4585-HETAI,1,87.72,1,High Risk
8775-LHDJH,1,87.66,1,High Risk
3049-NDXFL,1,87.66,1,High Risk
8083-YTZES,1,87.65,1,High Risk
1731-TVIUK,1,87.65,1,High Risk
9334-GWGOW,0,87.6,1,High Risk
7218-HKQFK,1,87.55,1,High Risk
3793-MMFUH,1,87.45,1,High Risk
2636-OHFMN,1,87.44,1,High Risk
1447-GIQMR,1,87.42,1,High Risk
8816-VXNZD,1,87.42,1,High Risk
0004-TLHLJ,1,87.4,1,High Risk
4581-SSPWD,1,87.37,1,High Risk
4547-KQRTM,1,87.35,1,High Risk
7660-HDPJV,1,87.34,1,High Risk
1678-FYZOW,1,87.33,1,High Risk
2055-PDADH,1,87.28,1,High Risk
2024-BASKD,1,87.26,1,High Risk
8290-YWKHZ,1,87.18,1,High Risk
6393-WRYZE,1,87.13,1,High Risk
3198-VELRD,1,87.08,1,High Risk
5520-FVEWJ,1,86.98,1,High Risk
3276-HDUEG,1,86.97,1,High Risk
3097-NQYSN,1,86.93,1,High Risk
6474-FVJLC,1,86.92,1,High Risk
6567-HOOPW,1,86.92,1,High Risk
5883-GTGVD,1,86.91,1,High Risk
9560-ARGQJ,1,86.9,1,High Risk
4510-HIMLV,1,86.85,1,High Risk
9514-JDSKI,1,86.84,1,High Risk
8884-ADFVN,1,86.81,1,High Risk
0897-FEGMU,1,86.73,1,High Risk
2840-XANRC,1,86.69,1,High Risk
2737-WFVYW,1,86.69,1,High Risk
0564-JJHGS,1,86.68,1,High Risk
3473-XIIIT,1,86.65,1,High Risk
7156-MHUGY,1,86.64,1,High Risk
6502-HCJTI,1,86.61,1,High Risk
1618-CFHME,1,86.59,1,High Risk
3606-TWKGI,1,86.47,1,High Risk
5419-JPRRN,1,86.43,1,High Risk
6704-UTUKK,0,86.25,1,High Risk
4822-RVYBB,1,86.24,1,High Risk
0220-EBGCE,1,86.2,1,High Risk
9451-LPGOO,1,86.14,1,High Risk
7074-IEVOJ,1,86.14,1,High Risk
9741-YLNTD,0,86.13,1,High Risk
8098-LLAZX,1,86.07,1,High Risk
1579-KLYDT,1,86.06,1,High Risk
4277-PVRAN,1,86.06,1,High Risk
6017-PPLPX,1,86.04,1,High Risk
0722-TROQR,1,86.02,1,High Risk
8972-HJWNV,1,85.99,1,High Risk
0236-HFWSV,1,85.97,1,High Risk
5565-FILXA,1,85.97,1,High Risk
4102-OQUPX,1,85.96,1,High Risk
4282-YMKNA,1,85.79,1,High Risk
0702-PGIBZ,1,85.78,1,High Risk
9837-BMCLM,1,85.76,1,High Risk
1031-IIDEO,1,85.67,1,High Risk
9681-OXGVC,1,85.56,1,High Risk
5923-GXUOC,1,85.5,1,High Risk
6630-UJZMY,0,85.5,1,High Risk
7511-YMXVQ,1,85.46,1,High Risk
5797-APWZC,1,85.34,1,High Risk
9488-HGMJH,1,85.24,1,High Risk
4439-JMPMT,1,85.23,1,High Risk
9061-TIHDA,1,85.21,1,High Risk
2982-IHMFT,1,85.21,1,High Risk
8821-XNHVZ,1,85.17,1,High Risk
1184-PJVDB,1,85.15,1,High Risk
2202-CUYXZ,1,85.09,1,High Risk
9821-POOTN,1,85.04,1,High Risk
7613-LLQFO,1,85.02,1,High Risk
4547-LYTDD,1,85.02,1,High Risk
5884-GCYMI,1,84.99,1,High Risk
8149-RSOUN,1,84.99,1,High Risk
7851-WZEKY,1,84.95,1,High Risk
6518-LGAOV,1,84.94,1,High Risk
4795-KTRTH,1,84.94,1,High Risk
1304-NECVQ,1,84.89,1,High Risk
9992-RRAMN,1,84.88,1,High Risk
2034-GDRCN,1,84.75,1,High Risk
0231-LXVAP,1,84.73,1,High Risk
1268-ASBGA,1,84.73,1,High Risk
9809-IMGCQ,1,84.71,1,High Risk
2952-QAYZF,1,84.63,1,High Risk
6432-TWQLB,1,84.57,1,High Risk
1273-MTETI,1,84.57,1,High Risk
4424-TKOPW,1,84.53,1,High Risk
5219-YIPTK,1,84.53,1,High Risk
8000-REIQB,1,84.51,1,High Risk
5244-IRFIH,1,84.46,1,High Risk
0219-YTZUE,1,84.44,1,High Risk
3746-EUBYR,1,84.4,1,High Risk
8111-RKSPX,1,84.34,1,High Risk
8245-UMPYT,1,84.32,1,High Risk
1226-IENZN,0,84.28,1,High Risk
8058-INTPH,1,84.24,1,High Risk
6284-AHOOQ,1,84.22,1,High Risk
7786-WBJYI,1,84.19,1,High Risk
1771-OADNZ,1,84.13,1,High Risk
6328-ZPBGN,1,84.04,1,High Risk
5383-MMTWC,1,84.03,1,High Risk
4274-OWWYO,1,83.98,1,High Risk
2568-OIADY,1,83.95,1,High Risk
8436-BJUMM,1,83.91,1,High Risk
7526-BEZQB,1,83.91,1,High Risk
3428-XZMAZ,1,83.89,1,High Risk
4013-UBXWQ,1,83.88,1,High Risk
7249-WBIYX,1,83.87,1,High Risk
9253-QXKBE,1,83.83,1,High Risk
7638-QVMVY,1,83.81,1,High Risk
6615-NGGZJ,1,83.75,1,High Risk
5293-WXJAK,1,83.73,1,High Risk
4529-CKBCL,1,83.68,1,High Risk
1925-TIBLE,1,83.67,1,High Risk
7207-RMRDB,1,83.66,1,High Risk
5956-VKDTT,1,83.62,1,High Risk
0880-TKATG,1,83.61,1,High Risk
1062-LHZOD,1,83.6,1,High Risk
2774-LVQUS,1,83.58,1,High Risk
4988-IQIGL,1,83.57,1,High Risk
2612-RRIDN,1,83.57,1,High Risk
9747-DDZOS,1,83.57,1,High Risk
7024-OHCCK,1,83.53,1,High Risk
2545-EBUPK,0,83.53,1,High Risk
3372-KWFBM,1,83.49,1,High Risk
7969-AULMZ,1,83.49,1,High Risk
5482-PLVPE,1,83.47,1,High Risk
3318-OSATS,1,83.46,1,High Risk
1400-MMYXY,1,83.45,1,High Risk
5261-QSHQM,1,83.43,1,High Risk
5385-SUIRI,1,83.43,1,High Risk
6956-SMUCM,1,83.41,1,High Risk
9546-CQJSU,1,83.31,1,High Risk
7379-POKDZ,1,83.31,1,High Risk
3797-VTIDR,1,83.23,1,High Risk
9885-CSMWE,1,83.15,1,High Risk
7779-LGOVN,1,83.0,1,High Risk
5760-FXFVO,0,82.94,1,High Risk
6140-QNRQQ,1,82.93,1,High Risk
6326-MTTXK,1,82.84,1,High Risk
4228-ZGYUW,1,82.79,1,High Risk
4603-JANFB,1,82.71,1,High Risk
8086-OVPWV,1,82.69,1,High Risk
5868-YWPDW,1,82.62,1,High Risk
2446-PLQVO,1,82.62,1,High Risk
7314-OXENN,1,82.54,1,High Risk
6821-BUXUX,1,82.53,1,High Risk
9572-WUKSB,0,82.52,1,High Risk
4626-GYCZP,1,82.51,1,High Risk
6416-TVAIH,1,82.48,1,High Risk
3663-MITLP,1,82.46,1,High Risk
7908-QCBCA,1,82.45,1,High Risk
2249-YPRNG,1,82.41,1,High Risk
9497-QCMMS,1,82.35,1,High Risk
4301-VVZKA,0,82.32,1,High Risk
6496-SLWHQ,1,82.28,1,High Risk
2929-ERCFZ,1,82.26,1,High Risk
1875-QIVME,1,82.26,1,High Risk
2454-RPBRZ,1,82.24,1,High Risk
6892-XPFPU,1,82.21,1,High Risk
5494-HECPR,1,82.18,1,High Risk
9248-OJYKK,1,82.15,1,High Risk
9189-JWSHV,1,82.11,1,High Risk
7216-EWTRS,1,82.09,1,High Risk
0611-DFXKO,1,82.08,1,High Risk
9878-TNQGW,1,82.08,1,High Risk
1977-STDKI,1,82.08,1,High Risk
3902-FOIGH,1,82.03,1,High Risk
3811-VBYBZ,1,82.01,1,High Risk
2397-BRLOM,1,81.96,1,High Risk
5087-SUURX,1,81.93,1,High Risk
8372-JUXUI,1,81.87,1,High Risk
4112-LUEIZ,1,81.86,1,High Risk
1374-DMZUI,1,81.83,1,High Risk
0886-QGENL,1,81.81,1,High Risk
9231-ZJYAM,1,81.81,1,High Risk
7493-TPUWZ,1,81.79,1,High Risk
7209-JCUDS,1,81.75,1,High Risk
8780-IXSTS,1,81.73,1,High Risk
4236-XPXAV,1,81.7,1,High Risk
5597-GLBUC,1,81.69,1,High Risk
5542-TBBWB,0,81.68,1,High Risk
7330-WZLNC,1,81.59,1,High Risk
5922-ABDVO,1,81.57,1,High Risk
4115-NZRKS,0,81.56,1,High Risk
3727-RJMEO,1,81.55,1,High Risk
4750-ZRXIU,1,81.52,1,High Risk
1016-DJTSV,0,81.43,1,High Risk
5550-VFRLC,1,81.33,1,High Risk
5240-IJOQT,1,81.33,1,High Risk
1902-XBTFB,1,81.32,1,High Risk
0196-JTUQI,0,81.31,1,High Risk
4706-AXVKM,1,81.28,1,High Risk
0311-UNPFF,1,81.26,1,High Risk
7615-ESMYF,1,81.16,1,High Risk
1448-PWKYE,1,81.15,1,High Risk
1965-AKTSX,1,81.15,1,High Risk
0684-AOSIH,1,81.12,1,High Risk
0781-LKXBR,1,81.12,1,High Risk
0925-VYDLG,1,81.08,1,High Risk
6352-TWCAU,1,81.08,1,High Risk
7831-QGOXH,1,81.01,1,High Risk
3030-YDNRM,0,81.01,1,High Risk
3178-FESZO,1,80.98,1,High Risk
9274-CNFMO,1,80.94,1,High Risk
0749-IRGQE,0,80.93,1,High Risk
0325-XBFAC,1,80.92,1,High Risk
3721-CNEYS,1,80.9,1,High Risk
6358-LYNGM,1,80.88,1,High Risk
7568-PODML,1,80.85,1,High Risk
3318-NMQXL,0,80.85,1,High Risk
5150-ITWWB,0,80.83,1,High Risk
2398-YPMUR,1,80.83,1,High Risk
9907-SWKKF,1,80.79,1,High Risk
1024-GUALD,1,80.79,1,High Risk
2754-VDLTR,1,80.76,1,High Risk
2575-GFSOE,1,80.73,1,High Risk
2983-ZANRP,1,80.72,1,High Risk
2968-SSGAA,1,80.7,1,High Risk
9436-ZBZCT,1,80.68,1,High Risk
0812-WUPTB,1,80.68,1,High Risk
3312-UUMZW,0,80.67,1,High Risk
8374-XGEJJ,1,80.65,1,High Risk
5875-YPQFJ,1,80.64,1,High Risk
3393-FMZPV,1,80.48,1,High Risk
4910-AQFFX,1,80.47,1,High Risk
7665-TOALD,1,80.45,1,High Risk
2990-HWIML,1,80.44,1,High Risk
3750-CKVKH,1,80.43,1,High Risk
0306-JAELE,1,80.41,1,High Risk
9787-XVQIU,1,80.39,1,High Risk
8309-IEYJD,0,80.39,1,High Risk
0654-HMSHN,1,80.39,1,High Risk
9897-KXHCM,1,80.36,1,High Risk
5419-KLXBN,1,80.34,1,High Risk
9647-ERGBE,1,80.33,1,High Risk
7450-NWRTR,1,80.32,1,High Risk
9167-APMXZ,0,80.28,1,High Risk
5380-AFSSK,1,80.27,1,High Risk
8266-VBFQL,0,80.26,1,High Risk
2514-GINMM,1,80.26,1,High Risk
0195-IESCP,1,80.26,1,High Risk
8263-JQAIK,1,80.21,1,High Risk
6110-OHIHY,1,80.17,1,High Risk
2506-TNFCO,1,80.15,1,High Risk
6892-EZDTG,1,80.12,1,High Risk
3254-YRILK,1,80.08,1,High Risk
5186-SAMNZ,1,80.05,1,High Risk
8496-EJAUI,1,80.02,1,High Risk
9850-OWRHQ,1,80.02,1,High Risk
5233-GEEAX,1,79.98,1,High Risk
3211-AAPKX,0,79.9,1,High Risk
6413-XKKPU,1,79.84,1,High Risk
6857-VWJDT,1,79.8,1,High Risk
8063-RJYNF,1,79.77,1,High Risk
5539-TMZLF,1,79.74,1,High Risk
4140-MUHUG,1,79.72,1,High Risk
5804-LEPIM,1,79.71,1,High Risk
4143-OOBWZ,1,79.7,1,High Risk
0345-HKJVM,1,79.69,1,High Risk
8348-HFYIV,1,79.69,1,High Risk
6961-VCPMC,1,79.67,1,High Risk
8357-EQXFO,1,79.66,1,High Risk
8519-QJGJD,1,79.65,1,High Risk
7598-UAASY,1,79.65,1,High Risk
7488-MXJIV,1,79.63,1,High Risk
9600-NAXZN,1,79.62,1,High Risk
7703-ZEKEF,1,79.62,1,High Risk
3387-VATUS,1,79.62,1,High Risk
5590-YRFJT,1,79.56,1,High Risk
9606-PBKBQ,1,79.55,1,High Risk
6923-JHPMP,0,79.53,1,High Risk
4817-VYYWS,1,79.52,1,High Risk
5980-NOPLP,1,79.52,1,High Risk
4822-NGOCH,1,79.51,1,High Risk
5226-NOZFC,0,79.46,1,High Risk
0871-URUWO,1,79.4,1,High Risk
1086-LXKFY,1,79.38,1,High Risk
4927-WWOOZ,0,79.37,1,High Risk
5572-ZDXHY,1,79.37,1,High Risk
4702-IOQDC,1,79.32,1,High Risk
6711-FLDFB,1,79.31,1,High Risk
7365-BVCJH,0,79.27,1,High Risk
4415-IJZTP,1,79.24,1,High Risk
5027-QPKTE,1,79.21,1,High Risk
5449-FIBXJ,1,79.18,1,High Risk
7538-GWHML,1,79.17,1,High Risk
2691-NZETQ,1,79.16,1,High Risk
9944-HKVVB,1,79.1,1,High Risk
2754-SDJRD,0,79.04,1,High Risk
5989-PGKJB,0,79.01,1,High Risk
0196-VULGZ,1,79.0,1,High Risk
5349-IECLD,1,78.99,1,High Risk
5138-WVKYJ,1,78.98,1,High Risk
6688-UZPWD,1,78.96,1,High Risk
4844-JJWUY,1,78.96,1,High Risk
6993-OHLXR,1,78.95,1,High Risk
3422-LYEPQ,1,78.95,1,High Risk
3027-ZTDHO,1,78.85,1,High Risk
0137-OCGAB,1,78.83,1,High Risk
0013-EXCHZ,1,78.76,1,High Risk
1251-KRREG,1,78.76,1,High Risk
8784-CGILN,1,78.74,1,High Risk
4912-PIGUY,0,78.67,1,High Risk
4951-UKAAQ,1,78.66,1,High Risk
7470-MCQTK,1,78.63,1,High Risk
3669-LVWZB,1,78.55,1,High Risk
2642-DTVCO,1,78.55,1,High Risk
6275-YDUVO,1,78.43,1,High Risk
4636-QRJKY,1,78.42,1,High Risk
2612-RANWT,1,78.41,1,High Risk
8413-VONUO,1,78.35,1,High Risk
1833-VGRUM,1,78.34,1,High Risk
2645-QTLMB,1,78.34,1,High Risk
3629-ZNKXA,0,78.31,1,High Risk
6023-YEBUP,1,78.3,1,High Risk
3643-AHCFP,1,78.27,1,High Risk
4816-LXZYW,1,78.26,1,High Risk
6894-LFHLY,1,78.24,1,High Risk
7321-VGNKU,0,78.19,1,High Risk
2074-GKOWZ,1,78.17,1,High Risk
7395-IGJOS,1,78.16,1,High Risk
0023-HGHWL,1,78.15,1,High Risk
3045-XETSH,1,78.14,1,High Risk
1589-AGTLK,1,78.13,1,High Risk
5590-BYNII,1,78.1,1,High Risk
3488-PGMQJ,1,78.08,1,High Risk
8622-ZLFKO,0,78.04,1,High Risk
7079-QRCBC,1,78.01,1,High Risk
8382-SHQEH,1,77.98,1,High Risk
6457-GIRWB,1,77.96,1,High Risk
7548-SEPYI,1,77.93,1,High Risk
9102-IAYHT,1,77.92,1,High Risk
4716-HHKQH,0,77.87,1,High Risk
7994-UYIVZ,0,77.86,1,High Risk
3536-IQCTX,1,77.85,1,High Risk
3091-FYHKI,1,77.84,1,High Risk
2592-SEIFQ,1,77.84,1,High Risk
9050-QLROH,1,77.83,1,High Risk
8922-LIEGH,1,77.81,1,High Risk
7005-CCBKV,1,77.79,1,High Risk
6437-UKHMV,1,77.71,1,High Risk
3834-XUIFC,1,77.7,1,High Risk
2845-AFFTX,1,77.69,1,High Risk
5442-UTCVD,1,77.68,1,High Risk
9300-RENDD,1,77.64,1,High Risk
8225-BTJAU,1,77.62,1,High Risk
9685-WKZGT,1,77.59,1,High Risk
3049-SOLAY,1,77.58,1,High Risk
8993-PHFWD,1,77.58,1,High Risk
9286-DOJGF,1,77.56,1,High Risk
7912-SYRQT,1,77.55,1,High Risk
5685-IIXLY,1,77.53,1,High Risk
3703-VAVCL,1,77.53,1,High Risk
6910-HADCM,1,77.52,1,High Risk
8775-CEBBJ,1,77.51,1,High Risk
7295-JOMMD,1,77.47,1,High Risk
0375-HVGXO,1,77.46,1,High Risk
5378-IKEEG,1,77.43,1,High Risk
8185-UPYBR,1,77.41,1,High Risk
6860-YRJZP,0,77.4,1,High Risk
8708-XPXHZ,1,77.4,1,High Risk
6457-USBER,1,77.37,1,High Risk
4958-GZWIY,1,77.37,1,High Risk
5644-PDMZC,1,77.32,1,High Risk
4145-UQXUQ,1,77.3,1,High Risk
9223-UCPVT,1,77.26,1,High Risk
4763-PGDPO,1,77.24,1,High Risk
5276-KQWHG,1,77.22,1,High Risk
8752-STIVR,1,77.17,1,High Risk
0378-NHQXU,1,77.11,1,High Risk
3296-SILRA,1,77.04,1,High Risk
6240-EURKS,1,77.02,1,High Risk
7861-UVUFT,1,77.02,1,High Risk
7120-RFMVS,1,76.99,1,High Risk
2180-DXNEG,1,76.97,1,High Risk
0396-YCHWO,0,76.97,1,High Risk
6330-JKLPC,1,76.91,1,High Risk
9689-PTNPG,1,76.89,1,High Risk
0746-JTRFU,1,76.89,1,High Risk
0679-IDSTG,1,76.84,1,High Risk
5960-WPXQM,1,76.83,1,High Risk
6005-OBZPH,1,76.83,1,High Risk
2672-HUYVI,1,76.83,1,High Risk
6060-DRTNL,1,76.75,1,High Risk
3992-YWPKO,1,76.75,1,High Risk
9985-MWVIX,1,76.71,1,High Risk
4536-PLEQY,0,76.71,1,High Risk
2696-NARTR,1,76.7,1,High Risk
7198-GLXTC,1,76.7,1,High Risk
5382-SOYZL,0,76.69,1,High Risk
2408-WITXK,1,76.67,1,High Risk
5216-WASFJ,0,76.66,1,High Risk
4289-DTDKW,1,76.65,1,High Risk
5277-ZLOOR,1,76.65,1,High Risk
4391-RESHN,1,76.6,1,High Risk
5583-SXDAG,1,76.58,1,High Risk
3671-SHRSP,1,76.58,1,High Risk
5696-QURRL,1,76.52,1,High Risk
3292-PBZEJ,0,76.52,1,High Risk
2951-QOQTK,1,76.51,1,High Risk
0841-NULXI,1,76.47,1,High Risk
2205-YMZZJ,1,76.44,1,High Risk
8443-WVPSS,1,76.28,1,High Risk
2777-PHDEI,1,76.25,1,High Risk
0135-NMXAP,1,76.24,1,High Risk
7377-DMMRI,1,76.17,1,High Risk
4855-SNKMY,1,76.14,1,High Risk
7594-RQHXR,1,76.14,1,High Risk
8337-MSSXB,1,76.14,1,High Risk
6615-ZGEDR,1,76.13,1,High Risk
4373-MAVJG,1,76.12,1,High Risk
1934-SJVJK,1,76.06,1,High Risk
3871-IKPYH,1,76.04,1,High Risk
1157-BQCUW,1,76.04,1,High Risk
3199-XGZCY,0,76.02,1,High Risk
0947-MUGVO,1,76.01,1,High Risk
9940-HPQPG,1,76.01,1,High Risk
0742-NXBGR,1,75.91,1,High Risk
3801-HMYNL,1,75.89,1,High Risk
1567-DSCIC,1,75.88,1,High Risk
6521-YYTYI,1,75.87,1,High Risk
8665-UTDHZ,1,75.86,1,High Risk
3001-CBHLQ,1,75.84,1,High Risk
5569-OUICF,1,75.82,1,High Risk
3489-HHPFY,0,75.82,1,High Risk
4369-HTUIF,1,75.81,1,High Risk
9894-EZEWG,1,75.79,1,High Risk
7363-QTBIW,0,75.78,1,High Risk
3957-LXOLK,1,75.78,1,High Risk
2672-DZUOY,1,75.77,1,High Risk
3106-ULWFW,1,75.76,1,High Risk
4351-QLCSU,1,75.73,1,High Risk
9206-GVPEQ,1,75.66,1,High Risk
0021-IKXGC,0,75.65,1,High Risk
0354-WYROK,1,75.6,1,High Risk
8155-IBNHG,1,75.58,1,High Risk
0328-GRPMV,1,75.54,1,High Risk
4971-PUYQO,1,75.49,1,High Risk
3420-ZDBMA,0,75.47,1,High Risk
6941-PMGEP,1,75.47,1,High Risk
9728-FTTVZ,1,75.45,1,High Risk
8182-BJDSI,1,75.44,1,High Risk
9804-ICWBG,1,75.43,1,High Risk
9355-NPPFS,0,75.41,1,High Risk
8593-WHYHV,1,75.39,1,High Risk
5536-RTPWK,1,75.38,1,High Risk
7508-MYBOG,1,75.36,1,High Risk
5909-ECHUI,1,75.32,1,High Risk
7153-OANIO,1,75.31,1,High Risk
9944-AEXBM,0,75.29,1,High Risk
4597-NUCQV,1,75.29,1,High Risk
9300-AGZNL,1,75.28,1,High Risk
2077-MPJQO,0,75.24,1,High Risk
9306-CPCBC,1,75.22,1,High Risk
9124-LHCJQ,1,75.18,1,High Risk
0256-LTHVJ,1,75.17,1,High Risk
9444-JTXHZ,1,75.16,1,High Risk
9057-SIHCH,1,75.16,1,High Risk
8740-CRYFY,1,75.15,1,High Risk
8276-MQBYC,1,75.13,1,High Risk
6032-KRXXO,1,75.11,1,High Risk
9019-QVLZD,1,75.09,1,High Risk
5167-ZFFMM,1,75.08,1,High Risk
8510-AWCXC,1,75.07,1,High Risk
8111-SLLHI,1,75.06,1,High Risk
7341-LXCAF,1,75.01,1,High Risk
8481-YYXWG,1,75.0,1,High Risk
2782-LFZVW,0,74.94,1,High Risk
3934-HXCFZ,1,74.93,1,High Risk
2379-ENZGV,1,74.93,1,High Risk
1024-VRZHF,1,74.91,1,High Risk
2867-UIMSS,1,74.9,1,High Risk
4030-VPZBD,1,74.9,1,High Risk
3063-QFSZL,1,74.86,1,High Risk
6372-RFVNS,1,74.82,1,High Risk
4021-RQSNY,1,74.74,1,High Risk
6376-GAHQE,1,74.71,1,High Risk
2372-HWUHI,1,74.7,1,High Risk
3068-OMWZA,1,74.69,1,High Risk
8062-YBDOE,1,74.68,1,High Risk
3976-BWUCK,1,74.67,1,High Risk
9221-OTIVJ,1,74.67,1,High Risk
3755-JBMNH,1,74.65,1,High Risk
7270-BDIOA,1,74.62,1,High Risk
9025-AOMKI,1,74.61,1,High Risk
1989-PRJHP,1,74.57,1,High Risk
9415-DPEWS,1,74.5,1,High Risk
2041-JIJCI,0,74.46,1,High Risk
0224-HJAPT,1,74.39,1,High Risk
1723-HKXJQ,1,74.37,1,High Risk
3494-JCHRQ,1,74.32,1,High Risk
8714-EUHJO,1,74.32,1,High Risk
1010-DIAUQ,1,74.3,1,High Risk
0235-KGSLC,1,74.29,1,High Risk
7394-FKDNK,1,74.22,1,High Risk
5307-DZCVC,1,74.17,1,High Risk
5729-KLZAR,1,74.13,1,High Risk
8943-URTMR,1,74.12,1,High Risk
6377-WHAOX,0,74.12,1,High Risk
5669-SRAIP,1,74.09,1,High Risk
6834-NXDCA,1,74.08,1,High Risk
1583-IHQZE,1,74.08,1,High Risk
5655-JSMZM,1,74.07,1,High Risk
4124-MMETB,1,74.01,1,High Risk
4587-NUKOX,1,74.01,1,High Risk
6772-KSATR,1,73.96,1,High Risk
7774-OJSXI,1,73.94,1,High Risk
0207-MDKNV,1,73.91,1,High Risk
5485-WUYWF,1,73.89,1,High Risk
1219-NNDDO,0,73.88,1,High Risk
5394-SVGJV,1,73.88,1,High Risk
